icdg05dbq_flt.fits      55480.6      144.860      172.776 15:12:59 F160W
icdg06ddq_flt.fits      70511.1      141.624      159.042 16:11:33 F125W
icdg06deq_flt.fits      71376.9      141.610      159.021 16:13:20 F125W
icdg06dfq_flt.fits      71143.7      141.611      159.029 16:15:07 F125W
icdg06dgq_flt.fits      56752.0      141.523      159.229 16:17:00 F160W
icdg06diq_flt.fits      55840.7      141.508      159.225 16:18:47 F160W
icdg06djq_flt.fits      56325.2      141.501      159.210 16:20:34 F160W
icdg06dkq_flt.fits      70328.7      151.707      158.976 16:23:03 F125W
icdg06dlq_flt.fits      70287.7      151.706      158.962 16:24:50 F125W
icdg06dmq_flt.fits      72904.8      151.698      158.959 16:26:37 F125W
icdg06dnq_flt.fits      56246.1      151.600      159.157 16:28:30 F160W
icdg06doq_flt.fits      56657.2      151.596      159.153 16:30:17 F160W
icdg06dpq_flt.fits      69234.7      141.575      170.296 16:32:47 F125W
icdg06dqq_flt.fits      71299.2      141.569      170.283 16:34:34 F125W
icdg06drq_flt.fits      71427.5      141.598      170.295 16:36:21 F125W
icdg06dsq_flt.fits      55344.2      141.460      170.461 16:38:14 F160W
icdg06dtq_flt.fits      55521.5      141.465      170.483 16:40:01 F160W
icdg06duq_flt.fits      55511.3      141.468      170.454 16:41:48 F160W
icdg06dvq_flt.fits      70876.6      151.681      170.286 16:44:17 F125W
icdg06dwq_flt.fits      70493.8      151.676      170.285 16:46:04 F125W
icdg06dxq_flt.fits      70453.3      151.681      170.291 16:47:51 F125W
icdg06dyq_flt.fits      55596.0      151.600      170.458 16:49:44 F160W
icdg06dzq_flt.fits      55866.2      151.609      170.477 16:51:31 F160W
icdg06e0q_flt.fits      56111.2      151.608      170.470 16:53:18 F160W
