icdg06doq_drz.fits      56604.3      160.656      149.886 16:30:17 F160W
icdg06dpq_drz.fits      70306.1      150.149      160.412 16:32:47 F125W
icdg06dqq_drz.fits      72375.2      150.145      160.391 16:34:34 F125W
icdg06drq_drz.fits      72504.3      150.195      160.394 16:36:21 F125W
icdg06dsq_drz.fits      56557.2      150.007      160.629 16:38:14 F160W
icdg06dtq_drz.fits      56798.2      150.014      160.655 16:40:01 F160W
icdg06duq_drz.fits      56729.8      150.014      160.623 16:41:48 F160W
icdg06dvq_drz.fits      70720.6      160.695      160.377 16:44:17 F125W
icdg06dwq_drz.fits      70338.8      160.688      160.377 16:46:04 F125W
icdg06dxq_drz.fits      70296.5      160.696      160.381 16:47:51 F125W
icdg06dyq_drz.fits      55591.4      160.668      160.535 16:49:44 F160W
icdg06dzq_drz.fits      55862.9      160.690      160.555 16:51:31 F160W
icdg06e0q_drz.fits      56104.7      160.687      160.547 16:53:18 F160W
