datetime,FILENAME,FILTER,ORBIT,POSANG,DITHER,EXPOSURE_SET,EXPOSURE_TIME,XOFF,YOFF,XCENTER,YCENTER,PSF_ID,PSF_AMPLITUTE,SKY_LEVEL,SKY_SIGMA,FLUX,FLUXERR,XFWHM,YFWHM,HEADERX,HEADERY
2013-10-16 22:30:11,icdg11w7q_flt.fits,F125W,11,101.0,0,4,29.663755,0.02791595458984375,-0.0722503662109375,94.82594299316406,208.05718994140625,5.0,1.001109957695007,-0.01692190021276474,1.7448893785476685,8247.4111328125,22.79996109008789,1.3084436655044556,1.3434123992919922,174.172789527,215.800434424
2013-10-16 22:30:59,icdg11w8q_flt.fits,F125W,11,101.0,0,4,29.663755,0.0441436767578125,-0.0904083251953125,94.82649230957031,208.05714416503903,7.0,1.00177001953125,-0.018653323873877525,1.617320895195007,8159.94384765625,21.97327995300293,1.3125591278076172,1.34650719165802,174.172824936,215.800510582
2013-10-16 22:31:53,icdg11w9q_flt.fits,F160W,11,101.0,0,5,14.970785000000001,0.078094482421875,-0.018951416015625,94.7375259399414,208.2128448486328,13.0,0.9926400184631348,-0.02420657686889172,2.1826729774475098,8361.955078125,30.609119415283203,1.4840127229690552,1.4857950210571291,174.171048936,215.79796835
2013-10-16 22:32:26,icdg11waq_flt.fits,F160W,11,101.0,0,5,14.970785000000001,0.07569122314453125,-0.0047149658203125,94.73138427734376,208.2157440185547,13.0,0.9931899905204772,-0.011207299306988716,2.186200857162476,8388.3232421875,30.657848358154297,1.5026602745056152,1.488128662109375,174.171074622,215.798023597
2013-10-16 22:32:59,icdg11wbq_flt.fits,F160W,11,101.0,0,5,14.970785000000001,0.09247589111328124,-0.0234375,94.72813415527344,208.21463012695312,13.0,0.9933000206947328,-0.03431794047355652,2.184408664703369,8384.638671875,30.64368438720703,1.4967364072799685,1.4972581863403318,174.171100741,215.798079774
2013-10-16 22:33:32,icdg11wcq_flt.fits,F160W,11,101.0,0,5,14.970785000000001,0.07662200927734375,-0.0155029296875,94.7321319580078,208.211181640625,13.0,0.9947299957275392,-0.030506795272231105,2.205272674560547,8398.30078125,30.77696990966797,1.505343317985535,1.4891064167022705,174.171127271,215.798136836
2013-10-16 22:34:05,icdg11wdq_flt.fits,F160W,11,101.0,0,5,14.970785000000001,0.08266448974609375,-0.0330963134765625,94.73673248291016,208.2124786376953,15.0,0.994949996471405,-0.025669585913419724,2.1353094577789307,8346.3173828125,30.32541465759277,1.4927257299423218,1.4935274124145508,174.17115419,215.798194735
2013-10-16 22:34:44,icdg11weq_flt.fits,F125W,11,101.0,0,6,29.663755,0.05547332763671875,-0.0715179443359375,94.82769775390624,208.05908203125,5.0,1.0033100843429563,-0.044626396149396896,1.7350963354110718,8256.576171875,22.7473201751709,1.3083314895629885,1.352776288986206,174.173004039,215.800895796
2013-10-16 22:35:32,icdg11wfq_flt.fits,F125W,11,101.0,0,6,29.663755,0.0497589111328125,-0.053375244140625,94.84790802001952,208.0395812988281,5.0,1.0033100843429563,0.0029157858807593584,1.7318762540817259,8246.447265625,22.72031021118164,1.2980159521102903,1.3404232263565063,174.173044381,215.800982563
2013-10-16 22:36:20,icdg11wgq_flt.fits,F125W,11,101.0,0,6,29.663755,0.0384674072265625,0.01787567138671875,94.8223648071289,208.0831756591797,5.0,1.00177001953125,-0.007284102961421013,1.736829400062561,8240.1943359375,22.74568748474121,1.3178250789642334,1.3621503114700315,174.173085228,215.801070417
2013-10-16 22:37:08,icdg11whq_flt.fits,F125W,11,101.0,0,6,29.663755,0.0631103515625,-0.05242919921875,94.8524932861328,208.04676818847656,5.0,1.002650022506714,-0.0778481513261795,1.7520605325698853,8250.1630859375,22.84562873840332,1.2913891077041626,1.3323708772659302,174.173126467,215.801159114
2013-10-16 22:38:02,icdg11wiq_flt.fits,F160W,11,101.0,0,7,14.970785000000001,0.0835418701171875,0.01976776123046875,94.7359390258789,208.22320556640625,13.0,0.9936299920082092,-0.049153316766023636,2.2420666217803955,8350.56640625,30.935894012451172,1.4940468072891235,1.5004239082336426,174.171355335,215.798627364
2013-10-16 22:38:35,icdg11wjq_flt.fits,F160W,11,101.0,0,7,14.970785000000001,0.1092987060546875,0.00238800048828125,94.74394989013672,208.22689819335938,13.0,0.991100013256073,-0.07439664006233215,2.2040905952453613,8431.84765625,30.80663681030273,1.488594889640808,1.4873615503311155,174.17138397,215.798688954
